0	34
1	68
2	0
3	2
4	2
5	2
6	1
7	1
8	1
9	1
10	1
11	1
12	2
13	2
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	2
31	1
32	0
33	1
34	1
35	1
36	1
37	0
38	1
39	1
40	2
41	1
42	0
43	0
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	0
53	1
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	1
63	1
64	1
65	1
66	0
67	1
68	1
69	0
70	1
71	1
72	0
73	1
74	2
75	5
76	6
77	7
78	6
79	7
80	8
81	10
82	8
83	8
84	6
85	5
86	2
87	3
88	11
89	17
90	27
91	39
92	41
93	28
94	4
95	20
96	25
97	17
98	3
99	12
100	23
101	36
102	53
103	52
104	19
105	33
106	65
107	53
108	34
109	8
110	3
111	1
112	0
113	1
114	1
115	2
116	2
117	2
118	4
119	0
120	1
121	0
122	1
123	1
124	1
125	1
126	1
127	0
128	1
129	1
130	0
131	1
132	3
133	4
134	6
135	19
136	36
137	53
138	53
139	25
140	3
141	8
142	9
143	14
144	48
145	53
146	33
147	5
148	15
149	30
150	26
151	10
152	4
153	5
154	5
155	2
156	0
157	0
158	1
159	1
160	1
161	1
162	0
163	0
164	1
165	2
166	1
167	1
168	2
169	3
170	2
171	1
172	2
173	3
174	4
175	4
176	9
177	40
178	58
179	69
180	59
181	48
182	49
183	57
184	64
185	69
186	71
187	71
188	63
189	54
190	36
191	19
192	1
193	13
194	29
195	47
196	48
197	37
198	9
199	31
200	57
201	54
202	37
203	8
204	1
205	1
206	1
207	1
208	1
209	1
210	0
211	1
212	0
213	0
214	1
215	1
216	2
217	0
218	1
219	0
220	0
221	0
222	2
223	4
224	3
225	0
226	1
227	0
228	1
229	1
230	1
231	1
232	1
233	0
234	2
235	3
236	6
237	8
238	10
239	10
240	17
241	51
242	59
243	48
244	31
245	32
246	26
247	19
248	11
249	8
250	8
251	10
252	12
253	7
254	2
255	4
256	4
257	1
258	2
259	1
260	4
261	3
262	5
263	9
264	5
265	1
266	8
267	11
268	8
269	6
270	8
271	14
272	20
273	14
274	10
275	8
276	3
277	5
278	13
279	13
280	15
281	12
282	17
283	14
284	3
285	16
286	14
287	14
288	10
289	8
290	6
291	7
292	6
293	6
294	8
295	18
296	19
297	31
298	24
299	18
300	9
301	11
302	14
303	13
304	5
305	4
306	9
307	9
308	26
309	15
310	8
311	25
312	26
313	10
314	8
315	6
316	7
317	14
318	24
319	20
320	33
321	28
322	32
323	37
324	28
325	11
326	9
327	7
328	4
329	2
330	3
331	3
332	3
333	4
334	3
335	2
336	11
337	27
338	45
339	45
340	36
341	25
342	13
343	3
344	3
345	5
346	6
347	4
348	3
349	6
350	5
351	4
352	6
353	1
354	8
355	22
356	32
357	45
358	55
359	55
360	43
361	23
362	14
363	7
364	8
365	6
366	4
367	5
368	4
369	6
370	5
371	6
372	5
373	4
374	4
375	4
376	5
377	6
378	6
379	5
380	4
381	3
382	4
383	4
384	3
385	2
386	2
387	2
388	3
389	2
390	2
391	4
392	4
393	3
394	2
395	1
396	3
397	1
398	2
399	2
400	2
401	4
402	4
403	3
404	8
405	10
406	9
407	7
408	11
409	35
410	37
411	18
412	8
413	17
414	26
415	26
416	24
417	24
418	26
419	13
420	8
421	7
422	21
423	36
424	51
425	51
426	42
427	33
428	12
429	8
430	1
431	1
432	2
433	1
434	3
435	5
436	8
437	8
438	15
439	12
440	5
441	3
442	3
443	1
444	3
445	8
446	1
447	1
448	6
449	1
450	0
451	2
452	3
453	2
454	4
455	1
456	1
457	0
458	0
459	1
460	4
461	3
462	4
463	4
464	3
465	2
466	2
467	2
468	3
469	1
470	1
471	6
472	1
473	1
474	2
475	4
476	6
477	2
478	2
479	1
480	1
481	4
482	4
483	4
484	1
485	1
486	2
487	2
488	1
489	3
490	5
491	5
492	25
493	48
494	57
495	38
496	27
497	39
498	39
499	10
500	29
501	49
502	41
503	25
504	20
505	13
506	5
507	9
508	6
509	2
510	0
511	0
