0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	1
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	1
51	0
52	0
53	2
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	1
133	1
134	0
135	0
136	0
137	5
138	5
139	3
140	4
141	7
142	8
143	6
144	13
145	12
146	12
147	2
148	12
149	8
150	3
151	5
152	10
153	7
154	4
155	8
156	8
157	8
158	8
159	14
160	6
161	18
162	21
163	12
164	22
165	18
166	13
167	9
168	17
169	17
170	15
171	14
172	14
173	18
174	12
175	10
176	6
177	7
178	8
179	3
180	8
181	2
182	8
183	4
184	8
185	7
186	3
187	8
188	7
189	13
190	3
191	5
192	7
193	2
194	10
195	12
196	12
197	13
198	10
199	7
200	11
201	8
202	5
203	12
204	7
205	7
206	12
207	16
208	10
209	14
210	13
211	12
212	9
213	9
214	10
215	11
216	13
217	15
218	8
219	8
220	7
221	14
222	17
223	13
224	19
225	36
226	31
227	33
228	15
229	12
230	8
231	4
232	7
233	6
234	6
235	3
236	2
237	3
238	9
239	6
240	12
241	7
242	9
243	13
244	19
245	20
246	15
247	12
248	6
249	23
250	14
251	14
252	11
253	7
254	4
255	302
